strategy,dataset,model,ratio,mIoU,mAcc,aAcc,fwIoU,timestamp,checkpoint_iter,stage
gen_flux_kontext,iddaw,pspnet_r50,0.25,37.018042898920186,46.66122020624656,81.62903988041205,70.44960526057591,1769521039.6395445,0,1
gen_flux_kontext,iddaw,pspnet_r50,0.38,37.007667842230966,46.78020284983139,82.03354123209098,70.81858798806431,1769521047.21283,0,1
gen_flux_kontext,iddaw,pspnet_r50,0.62,37.317203968362385,47.26625768006068,82.44881653353319,71.58690416396696,1769521055.4326541,0,1
gen_flux_kontext,iddaw,pspnet_r50,0.75,37.98000976618569,47.53711179500343,82.46487350715167,71.6634646594664,1769521073.341514,0,1
gen_flux_kontext,iddaw,pspnet_r50,0.88,37.92521263908014,47.66578768166697,82.16013882990367,71.02408714859112,1769521077.2892706,0,1
gen_flux_kontext,iddaw,segformer_mit-b5,0.12,43.378021900077606,53.24700841294421,86.39269399031436,77.52625658932187,1769521085.3852983,0,1
gen_flux_kontext,iddaw,segformer_mit-b5,0.38,43.1974470915412,52.9838313307249,86.3258722629864,77.43587657989313,1769521092.2897127,0,1
gen_stargan_v2,bdd10k,pspnet_r50,0.0,44.510587398850724,51.569725942914005,90.3534400046713,83.07564691465673,1769508747.7267983,0,1
gen_stargan_v2,bdd10k,pspnet_r50,0.12,45.143598796808824,52.32946950103658,90.38607655763298,83.11508272128066,1769508771.3327827,0,1
gen_stargan_v2,bdd10k,pspnet_r50,0.25,43.17586043199802,50.057866309036655,90.140994682428,82.75617166972945,1769508757.159887,0,1
gen_stargan_v2,bdd10k,pspnet_r50,0.38,45.0290558720657,52.17969193682842,90.32460050219271,82.97078781719472,1769512676.1559732,0,1
gen_stargan_v2,bdd10k,pspnet_r50,0.62,44.646898121276614,51.38859481397756,90.35493095797126,83.03036693239953,1769512674.2621713,0,1
gen_stargan_v2,bdd10k,pspnet_r50,0.75,45.32706029213333,52.12247317748101,90.45752632816017,83.21832072312044,1769512708.3123226,0,1
gen_stargan_v2,bdd10k,pspnet_r50,0.88,44.853937640150356,51.849707353571176,90.32523557925218,82.97854647781845,1769512707.0609367,0,1
gen_stargan_v2,bdd10k,segformer_mit-b5,0.0,50.50675969014411,58.52161880912728,91.51579494640845,84.96490729827669,1769512725.330789,0,1
gen_stargan_v2,bdd10k,segformer_mit-b5,0.12,50.65368824305722,58.06500317935568,91.65803233828778,85.1574582399705,1769514159.116101,0,1
gen_stargan_v2,bdd10k,segformer_mit-b5,0.25,50.41809627999946,58.002499957230704,91.64523989439837,85.15879458407464,1769512759.5611434,0,1
gen_stargan_v2,bdd10k,segformer_mit-b5,0.38,51.158803087496196,58.85988116694505,91.6054644990744,85.08432806854209,1769512837.4298306,0,1
gen_stargan_v2,bdd10k,segformer_mit-b5,0.62,50.33939496821355,58.131701317577836,91.67072121270759,85.22031834433477,1769512754.9788675,0,1
gen_stargan_v2,bdd10k,segformer_mit-b5,0.75,50.887361020487454,58.226781067565824,91.73290611051303,85.28094005280225,1769512750.312579,0,1
gen_stargan_v2,bdd10k,segformer_mit-b5,0.88,51.00390337631811,58.69788137051815,91.47747945838034,84.89049787145937,1769512773.5238197,0,1
