strategy,dataset,model,ratio,iteration,mIoU,aAcc,fwIoU,num_images,timestamp,mIoU_clear_day,mIoU_cloudy,mIoU_dawn_dusk,mIoU_foggy,mIoU_night,mIoU_rainy,mIoU_snowy,best_mIoU,is_best
gen_LANIT,idd-aw,deeplabv3plus_r50,0.12,30000,60.582448586205494,96.36408396937313,93.46879194066324,2928,20260104_224043,60.95787186477003,60.93924291294728,44.20788162902356,52.7076416206262,43.4370378269492,50.950484166618196,40.3962970121042,72.23279997908168,False
gen_LANIT,idd-aw,deeplabv3plus_r50,0.12,40000,63.52116800723171,96.77252658964257,94.12304191280147,2928,20260104_224341,63.00315137233214,66.36364859531227,55.50898116330485,61.66644684469931,53.86615613414734,53.95991859572112,44.268708930324,72.23279997908168,False
gen_LANIT,idd-aw,deeplabv3plus_r50,0.12,50000,63.48019578759032,96.73893962010123,94.19194040681366,2928,20260104_224650,62.803090855785925,65.91432569650863,49.390944719909896,60.096693707494,51.08580676016925,53.44756651302951,51.21774467493789,72.23279997908168,False
gen_LANIT,idd-aw,deeplabv3plus_r50,0.12,60000,69.34298167037072,97.75247899389935,95.91993999241829,2928,20260104_224951,68.44846770270792,71.63128411212423,59.576449584521725,69.1283954568676,60.54895546326213,60.99892765323529,56.25116498983633,72.23279997908168,False
gen_LANIT,idd-aw,deeplabv3plus_r50,0.12,70000,70.4971556760292,97.8874036568807,96.11894331026399,2928,20260104_225252,69.96513702087566,72.68684060974022,63.85648175721717,70.05379227054956,62.81098094920807,61.316926967597475,57.1234809566128,72.23279997908168,False
gen_LANIT,idd-aw,deeplabv3plus_r50,0.12,80000,72.23279997908168,98.11360126820686,96.49925045090508,2928,20260104_225552,71.67888212360967,74.28251689451238,64.21670515913065,71.79478635929226,65.53300302990912,65.30612245240326,57.030629256435276,72.23279997908168,True
gen_LANIT,idd-aw,deeplabv3plus_r50,0.25,10000,44.67445554033191,93.0190709101202,88.04657764486473,2928,20260104_223329,46.51256245113126,42.93137985520309,25.137399081462313,31.95257475333404,28.747103995379327,33.10927971264363,27.953542866751324,71.04175202421412,False
gen_LANIT,idd-aw,deeplabv3plus_r50,0.25,20000,54.05922929116564,94.84297345767729,90.99436880317066,2928,20260104_224434,54.695427741436006,55.88972525364857,30.452384905480212,44.861431988163666,33.576984970280655,38.27839951605683,33.01692969355634,71.04175202421412,False
gen_LANIT,idd-aw,deeplabv3plus_r50,0.25,30000,60.31215882834615,96.23686992975095,93.26504537304223,2928,20260104_225547,60.57165630691246,61.09877604923996,44.566712514931936,53.10282972428701,44.4897607465631,48.86748046084517,40.08409601244731,71.04175202421412,False
gen_LANIT,idd-aw,deeplabv3plus_r50,0.25,40000,61.050719754274496,96.34021037601397,93.47744772912048,2928,20260104_230751,61.405690945881815,62.7294347705589,45.48584205372983,54.36265917861789,48.03109488443465,49.19615714113932,44.184512094225134,71.04175202421412,False
