strategy,dataset,model,has_clear_day,has_cloudy,has_dawn_dusk,has_foggy,has_night,has_rainy,has_snowy,normal_domains_present,adverse_domains_present,total_domains_present
std_mixup,bdd10k,mask2former_swin-b,True,True,True,True,True,True,True,2,5,7
std_mixup,bdd10k,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_mixup,bdd10k,segformer_mit-b3,True,True,True,True,True,True,True,2,5,7
std_mixup,bdd10k,segnext_mscan-b,True,True,True,True,True,True,True,2,5,7
std_mixup,iddaw,mask2former_swin-b,True,True,True,True,True,True,True,2,5,7
std_mixup,iddaw,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_mixup,iddaw,segformer_mit-b3,True,True,True,True,True,True,True,2,5,7
std_mixup,iddaw,segnext_mscan-b,True,True,True,True,True,True,True,2,5,7
std_mixup,mapillaryvistas,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_mixup,mapillaryvistas,segformer_mit-b3,True,True,True,True,True,True,True,2,5,7
std_mixup,mapillaryvistas,segnext_mscan-b,True,True,True,True,True,True,True,2,5,7
std_mixup,outside15k,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_mixup,outside15k,segformer_mit-b3,True,True,True,True,True,True,True,2,5,7
std_mixup,outside15k,segnext_mscan-b,True,True,True,True,True,True,True,2,5,7
std_randaugment,bdd10k,mask2former_swin-b,True,True,True,True,True,True,True,2,5,7
std_randaugment,bdd10k,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_randaugment,bdd10k,segformer_mit-b3,True,True,True,True,True,True,True,2,5,7
std_randaugment,bdd10k,segnext_mscan-b,True,True,True,True,True,True,True,2,5,7
std_randaugment,iddaw,mask2former_swin-b,True,True,True,True,True,True,True,2,5,7
std_randaugment,iddaw,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_randaugment,iddaw,segformer_mit-b3,True,True,True,True,True,True,True,2,5,7
std_randaugment,iddaw,segnext_mscan-b,True,True,True,True,True,True,True,2,5,7
std_randaugment,mapillaryvistas,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_randaugment,mapillaryvistas,segformer_mit-b3,True,True,True,True,True,True,True,2,5,7
std_randaugment,mapillaryvistas,segnext_mscan-b,True,True,True,True,True,True,True,2,5,7
std_randaugment,outside15k,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_randaugment,outside15k,segformer_mit-b3,True,True,True,True,True,True,True,2,5,7
std_randaugment,outside15k,segnext_mscan-b,True,True,True,True,True,True,True,2,5,7
