strategy,dataset,model,has_clear_day,has_cloudy,has_dawn_dusk,has_foggy,has_night,has_rainy,has_snowy,normal_domains_present,adverse_domains_present,total_domains_present
photometric_distort,outside15k,deeplabv3plus_r50,True,True,True,True,True,True,True,2,5,7
photometric_distort,outside15k,pspnet_r50,True,True,True,True,True,True,True,2,5,7
photometric_distort,outside15k,segformer_mit-b5,True,True,True,True,True,True,True,2,5,7
std_autoaugment,bdd10k,deeplabv3plus_r50,True,True,True,True,True,True,True,2,5,7
std_autoaugment,bdd10k,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_autoaugment,bdd10k,segformer_mit-b5,True,True,True,True,True,True,True,2,5,7
std_autoaugment,idd-aw,deeplabv3plus_r50,True,True,True,True,True,True,True,2,5,7
std_autoaugment,idd-aw,deeplabv3plus_r50_old_backup,True,True,True,True,True,True,True,2,5,7
std_autoaugment,idd-aw,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_autoaugment,idd-aw,pspnet_r50_old_backup,True,True,True,True,True,True,True,2,5,7
std_autoaugment,idd-aw,segformer_mit-b5,True,True,True,True,True,True,True,2,5,7
std_autoaugment,idd-aw,segformer_mit-b5_old_backup,True,True,True,True,True,True,True,2,5,7
std_autoaugment,mapillaryvistas,deeplabv3plus_r50,True,True,True,True,True,True,True,2,5,7
std_autoaugment,mapillaryvistas,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_autoaugment,mapillaryvistas,segformer_mit-b5,True,True,True,True,True,True,True,2,5,7
std_autoaugment,outside15k,deeplabv3plus_r50,True,True,True,True,True,True,True,2,5,7
std_autoaugment,outside15k,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_autoaugment,outside15k,segformer_mit-b5,True,True,True,True,True,True,True,2,5,7
std_cutmix,bdd10k,deeplabv3plus_r50,True,True,True,True,True,True,True,2,5,7
std_cutmix,bdd10k,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_cutmix,bdd10k,segformer_mit-b5,True,True,True,True,True,True,True,2,5,7
std_cutmix,idd-aw,deeplabv3plus_r50,True,True,True,True,True,True,True,2,5,7
std_cutmix,idd-aw,deeplabv3plus_r50_old_backup,True,True,True,True,True,True,True,2,5,7
std_cutmix,idd-aw,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_cutmix,idd-aw,pspnet_r50_old_backup,True,True,True,True,True,True,True,2,5,7
std_cutmix,idd-aw,segformer_mit-b5,True,True,True,True,True,True,True,2,5,7
std_cutmix,idd-aw,segformer_mit-b5_old_backup,True,True,True,True,True,True,True,2,5,7
std_cutmix,mapillaryvistas,deeplabv3plus_r50,True,True,True,True,True,True,True,2,5,7
std_cutmix,mapillaryvistas,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_cutmix,mapillaryvistas,segformer_mit-b5,True,True,True,True,True,True,True,2,5,7
std_cutmix,outside15k,deeplabv3plus_r50,True,True,True,True,True,True,True,2,5,7
std_cutmix,outside15k,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_cutmix,outside15k,segformer_mit-b5,True,True,True,True,True,True,True,2,5,7
std_mixup,bdd10k,deeplabv3plus_r50,True,True,True,True,True,True,True,2,5,7
std_mixup,bdd10k,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_mixup,bdd10k,segformer_mit-b5,True,True,True,True,True,True,True,2,5,7
std_mixup,idd-aw,deeplabv3plus_r50,True,True,True,True,True,True,True,2,5,7
std_mixup,idd-aw,deeplabv3plus_r50_old_backup,True,True,True,True,True,True,True,2,5,7
std_mixup,idd-aw,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_mixup,idd-aw,pspnet_r50_old_backup,True,True,True,True,True,True,True,2,5,7
std_mixup,idd-aw,segformer_mit-b5,True,True,True,True,True,True,True,2,5,7
std_mixup,idd-aw,segformer_mit-b5_old_backup,True,True,True,True,True,True,True,2,5,7
std_mixup,mapillaryvistas,deeplabv3plus_r50,True,True,True,True,True,True,True,2,5,7
std_mixup,mapillaryvistas,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_mixup,mapillaryvistas,segformer_mit-b5,True,True,True,True,True,True,True,2,5,7
std_mixup,outside15k,deeplabv3plus_r50,True,True,True,True,True,True,True,2,5,7
std_mixup,outside15k,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_mixup,outside15k,segformer_mit-b5,True,True,True,True,True,True,True,2,5,7
std_randaugment,bdd10k,deeplabv3plus_r50,True,True,True,True,True,True,True,2,5,7
std_randaugment,bdd10k,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_randaugment,bdd10k,segformer_mit-b5,True,True,True,True,True,True,True,2,5,7
std_randaugment,idd-aw,deeplabv3plus_r50,True,True,True,True,True,True,True,2,5,7
std_randaugment,idd-aw,deeplabv3plus_r50_corrupted_labels_backup,True,True,True,True,True,True,True,2,5,7
std_randaugment,idd-aw,deeplabv3plus_r50_old_backup,True,True,True,True,True,True,True,2,5,7
std_randaugment,idd-aw,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_randaugment,idd-aw,pspnet_r50_corrupted_labels_backup,True,True,True,True,True,True,True,2,5,7
std_randaugment,idd-aw,pspnet_r50_old_backup,True,True,True,True,True,True,True,2,5,7
std_randaugment,idd-aw,segformer_mit-b5,True,True,True,True,True,True,True,2,5,7
std_randaugment,idd-aw,segformer_mit-b5_old_backup,True,True,True,True,True,True,True,2,5,7
std_randaugment,mapillaryvistas,deeplabv3plus_r50,True,True,True,True,True,True,True,2,5,7
std_randaugment,mapillaryvistas,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_randaugment,mapillaryvistas,segformer_mit-b5,True,True,True,True,True,True,True,2,5,7
std_randaugment,outside15k,deeplabv3plus_r50,True,True,True,True,True,True,True,2,5,7
std_randaugment,outside15k,pspnet_r50,True,True,True,True,True,True,True,2,5,7
std_randaugment,outside15k,segformer_mit-b5,True,True,True,True,True,True,True,2,5,7
