strategy,dataset,model,test_type,result_type,result_dir,timestamp,mIoU,mAcc,aAcc,fwIoU,num_images,has_per_domain,has_per_class,per_domain_metrics
gen_Img2Img,bdd10k,segnext_mscan-b_ratio0p50,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_STAGE_2/gen_Img2Img/bdd10k/segnext_mscan-b_ratio0p50/test_results_detailed/20260212_053220,20260212_053220,47.97120600979753,55.157758821955674,91.54050905586482,84.96361581581105,1857,True,True,"{'clear_day': {'mIoU': 48.70518352941768, 'mAcc': 56.75303064245598, 'aAcc': 91.64656075504696, 'fwIoU': 85.19704094085866}, 'cloudy': {'mIoU': 49.35768310887093, 'mAcc': 56.054392772960426, 'aAcc': 94.15934008116074, 'fwIoU': 89.49974137317747}, 'dawn_dusk': {'mIoU': 39.78696970617744, 'mAcc': 46.56179656009292, 'aAcc': 91.97705727267628, 'fwIoU': 85.90514176572741}, 'foggy': {'mIoU': 46.60827697465073, 'mAcc': 56.21593767008377, 'aAcc': 95.41630361517089, 'fwIoU': 92.9124460572313}, 'night': {'mIoU': 32.17269265625441, 'mAcc': 38.54721828723518, 'aAcc': 81.93784011312492, 'fwIoU': 69.89488077459568}, 'rainy': {'mIoU': 48.27425819361403, 'mAcc': 54.68568174741494, 'aAcc': 91.19886005173616, 'fwIoU': 84.29588445194027}, 'snowy': {'mIoU': 56.47726765653359, 'mAcc': 65.84159907701212, 'aAcc': 91.77048477791293, 'fwIoU': 85.41804035992855}}"
gen_Img2Img,iddaw,mask2former_swin-b_ratio0p50,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_STAGE_2/gen_Img2Img/iddaw/mask2former_swin-b_ratio0p50/test_results_detailed/20260212_082818,20260212_082818,42.792584437157025,55.193496878480715,86.05857440345666,77.61720560139173,2928,True,True,"{'clear_day': {'mIoU': 43.717405854864396, 'mAcc': 56.77657057062099, 'aAcc': 82.53388309477162, 'fwIoU': 72.6727866155771}, 'cloudy': {'mIoU': 43.89542850294831, 'mAcc': 55.88686043033431, 'aAcc': 92.36053771631848, 'fwIoU': 87.3446693697795}, 'dawn_dusk': {'mIoU': 41.63371395091641, 'mAcc': 55.674122779362754, 'aAcc': 89.62107922851675, 'fwIoU': 82.72646545262415}, 'foggy': {'mIoU': 46.66084454997177, 'mAcc': 61.28530668668635, 'aAcc': 93.81204628920877, 'fwIoU': 89.43644292517918}, 'night': {'mIoU': 43.032458525885104, 'mAcc': 55.62777704694844, 'aAcc': 87.9974132245838, 'fwIoU': 79.97428438807151}, 'rainy': {'mIoU': 41.52782781802254, 'mAcc': 53.627813237198815, 'aAcc': 87.20947968773386, 'fwIoU': 79.01958565861186}, 'snowy': {'mIoU': 43.95260073375289, 'mAcc': 57.850867106412515, 'aAcc': 84.01102704535916, 'fwIoU': 73.09784732028749}}"
gen_Img2Img,iddaw,pspnet_r50_ratio0p50,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_STAGE_2/gen_Img2Img/iddaw/pspnet_r50_ratio0p50/test_results_detailed/20260212_052817,20260212_052817,35.099201272070495,43.57098233215236,83.29607397504839,72.68311826699541,2928,True,True,"{'clear_day': {'mIoU': 35.60279039094756, 'mAcc': 44.85210773880389, 'aAcc': 78.88193705337947, 'fwIoU': 66.37991492802733}, 'cloudy': {'mIoU': 35.938980044498855, 'mAcc': 43.94860024329853, 'aAcc': 90.81910108351575, 'fwIoU': 84.35882358340388}, 'dawn_dusk': {'mIoU': 31.498961391052877, 'mAcc': 37.70825690775945, 'aAcc': 88.93050625909275, 'fwIoU': 81.00555243291085}, 'foggy': {'mIoU': 37.87382162095765, 'mAcc': 45.02366311658284, 'aAcc': 92.61712053865448, 'fwIoU': 87.07910939285688}, 'night': {'mIoU': 29.94142691555733, 'mAcc': 37.17233978309118, 'aAcc': 86.2645171591757, 'fwIoU': 76.86326134631265}, 'rainy': {'mIoU': 31.867452424391114, 'mAcc': 37.90236180825133, 'aAcc': 84.88824037610769, 'fwIoU': 74.48850821630599}, 'snowy': {'mIoU': 30.383095851453362, 'mAcc': 35.97486927420462, 'aAcc': 81.18834944274198, 'fwIoU': 68.263060082645}}"
gen_Img2Img,iddaw,segformer_mit-b3_ratio0p50,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_STAGE_2/gen_Img2Img/iddaw/segformer_mit-b3_ratio0p50/test_results_detailed/20260209_103209,20260209_103209,40.36620378856055,48.986749765452274,85.89722400799069,76.40523602429792,2928,True,True,"{'clear_day': {'mIoU': 40.916773604983675, 'mAcc': 50.29518773337276, 'aAcc': 82.08377235564718, 'fwIoU': 70.75480797421518}, 'cloudy': {'mIoU': 40.96909813862294, 'mAcc': 48.84198360206938, 'aAcc': 92.15618332635634, 'fwIoU': 86.35487176965657}, 'dawn_dusk': {'mIoU': 37.68368975795448, 'mAcc': 44.58944993886073, 'aAcc': 90.75964352178012, 'fwIoU': 83.79697309381675}, 'foggy': {'mIoU': 45.118096778620234, 'mAcc': 52.76357498297132, 'aAcc': 94.12623280838517, 'fwIoU': 89.46190522663821}, 'night': {'mIoU': 37.21099163393472, 'mAcc': 46.11849583907402, 'aAcc': 89.1403272612887, 'fwIoU': 81.21770989140641}, 'rainy': {'mIoU': 39.365845815385505, 'mAcc': 46.42627108402514, 'aAcc': 87.43538522309034, 'fwIoU': 78.39712479961545}, 'snowy': {'mIoU': 40.78968425566602, 'mAcc': 47.565761003734586, 'aAcc': 83.72424456826145, 'fwIoU': 72.07114349325417}}"
gen_Img2Img,iddaw,segnext_mscan-b_ratio0p50,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_STAGE_2/gen_Img2Img/iddaw/segnext_mscan-b_ratio0p50/test_results_detailed/20260212_053014,20260212_053014,40.75978139872566,49.74809282875549,85.85886676362729,76.40358425503707,2928,True,True,"{'clear_day': {'mIoU': 41.44767031245096, 'mAcc': 51.09324938150856, 'aAcc': 82.15232492501508, 'fwIoU': 70.89538809410249}, 'cloudy': {'mIoU': 41.12049697038716, 'mAcc': 49.62329685209298, 'aAcc': 92.00813347278766, 'fwIoU': 86.18265879478558}, 'dawn_dusk': {'mIoU': 38.31382212034853, 'mAcc': 45.724133294991695, 'aAcc': 90.32381688047396, 'fwIoU': 83.14002772733511}, 'foggy': {'mIoU': 44.3482963772038, 'mAcc': 52.980105310600614, 'aAcc': 93.84182591736972, 'fwIoU': 89.03874612808139}, 'night': {'mIoU': 39.112024673084704, 'mAcc': 47.78717580825269, 'aAcc': 88.95613342914615, 'fwIoU': 80.91972182622833}, 'rainy': {'mIoU': 39.423019901880345, 'mAcc': 46.71330341532218, 'aAcc': 87.42725287617893, 'fwIoU': 78.52448413185658}, 'snowy': {'mIoU': 41.192054877461445, 'mAcc': 48.65029582554439, 'aAcc': 83.71940155071692, 'fwIoU': 72.08246904062844}}"
gen_Img2Img,mapillaryvistas,mask2former_swin-b_ratio0p50,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_STAGE_2/gen_Img2Img/mapillaryvistas/mask2former_swin-b_ratio0p50/test_results_detailed/20260212_085431,20260212_085431,41.02543235398768,52.797155502620754,90.67545883292789,84.69728500690994,4949,True,True,"{'clear_day': {'mIoU': 40.941917435993815, 'mAcc': 52.61875933186495, 'aAcc': 90.41506098577567, 'fwIoU': 84.2791729482832}, 'cloudy': {'mIoU': 40.006321478923255, 'mAcc': 53.21527348070004, 'aAcc': 91.83510541915894, 'fwIoU': 86.66887452821285}, 'dawn_dusk': {'mIoU': 45.716619901085906, 'mAcc': 58.37491142229547, 'aAcc': 90.75345993041992, 'fwIoU': 84.99542289391033}, 'foggy': {'mIoU': 40.768970946485766, 'mAcc': 51.302343185760066, 'aAcc': 92.13903921621817, 'fwIoU': 86.81599784322239}, 'night': {'mIoU': 40.43916092875987, 'mAcc': 54.21793609602733, 'aAcc': 89.54075000904224, 'fwIoU': 82.87054783938498}, 'rainy': {'mIoU': 38.23297409892291, 'mAcc': 51.81298248134317, 'aAcc': 87.86453338990728, 'fwIoU': 80.71123638979796}, 'snowy': {'mIoU': 39.493373671893494, 'mAcc': 49.007555941218705, 'aAcc': 90.07460151622499, 'fwIoU': 83.26432544836764}}"
gen_Img2Img,mapillaryvistas,pspnet_r50_ratio0p50,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_STAGE_2/gen_Img2Img/mapillaryvistas/pspnet_r50_ratio0p50/test_results_detailed/20260212_070201,20260212_070201,29.296890988029457,36.19094957093122,88.41307372800219,80.74181286817107,4949,True,True,"{'clear_day': {'mIoU': 28.508154056538597, 'mAcc': 35.177424782251094, 'aAcc': 88.0737473782884, 'fwIoU': 80.17939544238462}, 'cloudy': {'mIoU': 29.437045178882027, 'mAcc': 36.61258175931446, 'aAcc': 90.04920904452985, 'fwIoU': 83.45097061551415}, 'dawn_dusk': {'mIoU': 33.14360091090449, 'mAcc': 39.21500043870395, 'aAcc': 87.92697588602701, 'fwIoU': 79.99469240843251}, 'foggy': {'mIoU': 30.609096959035604, 'mAcc': 36.65957003164055, 'aAcc': 89.49738961678965, 'fwIoU': 82.63505836697027}, 'night': {'mIoU': 24.392896817321997, 'mAcc': 31.040074741033514, 'aAcc': 85.46241948634018, 'fwIoU': 76.25416586550489}, 'rainy': {'mIoU': 27.773832406061366, 'mAcc': 35.1245087286459, 'aAcc': 85.47600665724421, 'fwIoU': 76.71177795388631}, 'snowy': {'mIoU': 28.521946086763005, 'mAcc': 33.47791377385265, 'aAcc': 86.93191179263047, 'fwIoU': 78.12070778295339}}"
gen_Img2Img,mapillaryvistas,segformer_mit-b3_ratio0p50,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_STAGE_2/gen_Img2Img/mapillaryvistas/segformer_mit-b3_ratio0p50/test_results_detailed/20260209_114114,20260209_114114,34.97958055154075,42.41705966337164,89.96728853544434,83.04577007031943,4949,True,True,"{'clear_day': {'mIoU': 34.64465579870922, 'mAcc': 41.83899539866144, 'aAcc': 89.69633169818648, 'fwIoU': 82.59845033609545}, 'cloudy': {'mIoU': 34.422919227622266, 'mAcc': 42.28713668116965, 'aAcc': 91.22409728857187, 'fwIoU': 85.2113327064757}, 'dawn_dusk': {'mIoU': 36.60340421692492, 'mAcc': 43.682453057635826, 'aAcc': 89.33153947194418, 'fwIoU': 82.16265524204245}, 'foggy': {'mIoU': 35.5062943117537, 'mAcc': 41.24505849282363, 'aAcc': 91.42242714210794, 'fwIoU': 85.08778855285826}, 'night': {'mIoU': 29.438029138404225, 'mAcc': 36.71357478971629, 'aAcc': 87.93784247504341, 'fwIoU': 79.93094469747626}, 'rainy': {'mIoU': 33.029155477178016, 'mAcc': 41.210621893634446, 'aAcc': 87.56940910615117, 'fwIoU': 79.29970267225015}, 'snowy': {'mIoU': 32.1672884970649, 'mAcc': 38.094213075326806, 'aAcc': 89.0474830577576, 'fwIoU': 81.1613390791955}}"
gen_Img2Img,mapillaryvistas,segnext_mscan-b_ratio0p50,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_STAGE_2/gen_Img2Img/mapillaryvistas/segnext_mscan-b_ratio0p50/test_results_detailed/20260212_062537,20260212_062537,35.60137967576418,43.42978014247109,89.88802507685324,83.0104257824421,4949,True,True,"{'clear_day': {'mIoU': 35.12923177137085, 'mAcc': 42.76250059798708, 'aAcc': 89.5878521611213, 'fwIoU': 82.52245565935203}, 'cloudy': {'mIoU': 35.059579740008864, 'mAcc': 43.447707483470936, 'aAcc': 91.15214378405841, 'fwIoU': 85.14848234133227}, 'dawn_dusk': {'mIoU': 38.99781409492573, 'mAcc': 46.07167447937506, 'aAcc': 89.14666175842285, 'fwIoU': 81.9565711937559}, 'foggy': {'mIoU': 37.557433745254045, 'mAcc': 43.122992118853176, 'aAcc': 91.881024395978, 'fwIoU': 86.04424175059383}, 'night': {'mIoU': 30.869689549434735, 'mAcc': 38.24009234602038, 'aAcc': 88.12606246383102, 'fwIoU': 80.18223495268789}, 'rainy': {'mIoU': 34.443954921568746, 'mAcc': 42.768108610561065, 'aAcc': 87.58207344147097, 'fwIoU': 79.71763278845678}, 'snowy': {'mIoU': 33.55532791820178, 'mAcc': 39.79709120632034, 'aAcc': 89.22148311839383, 'fwIoU': 81.51364888524678}}"
gen_Img2Img,outside15k,mask2former_swin-b_ratio0p50,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_STAGE_2/gen_Img2Img/outside15k/mask2former_swin-b_ratio0p50/test_results_detailed/20260212_092900,20260212_092900,40.533717032145496,49.94203189623173,81.3709022994051,72.44602874550729,2505,True,True,"{'clear_day': {'mIoU': 41.291846614007085, 'mAcc': 50.49977962027942, 'aAcc': 83.26217185054449, 'fwIoU': 74.7315805749353}, 'cloudy': {'mIoU': 38.93702958863407, 'mAcc': 50.13430076354924, 'aAcc': 81.81507505219558, 'fwIoU': 73.69761163585994}, 'dawn_dusk': {'mIoU': 35.639201870580614, 'mAcc': 46.14636746244637, 'aAcc': 77.74738542961352, 'fwIoU': 68.40969899073089}, 'foggy': {'mIoU': 50.39067426572955, 'mAcc': 62.139997009397916, 'aAcc': 81.7294352763408, 'fwIoU': 72.88600373883646}, 'night': {'mIoU': 33.900188036297244, 'mAcc': 44.36192878965915, 'aAcc': 81.23553484335713, 'fwIoU': 72.61651960083572}, 'rainy': {'mIoU': 38.547871455278624, 'mAcc': 49.592578270217636, 'aAcc': 71.42549951871237, 'fwIoU': 60.7286900496931}, 'snowy': {'mIoU': 39.4979764545322, 'mAcc': 50.641396028048305, 'aAcc': 74.3820085630312, 'fwIoU': 64.73034430336939}}"
gen_Img2Img,outside15k,pspnet_r50_ratio0p50,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_STAGE_2/gen_Img2Img/outside15k/pspnet_r50_ratio0p50/test_results_detailed/20260212_073348,20260212_073348,36.33371851921377,45.36527135316418,78.39484985717043,66.76547037417426,2505,True,True,"{'clear_day': {'mIoU': 37.62515758270432, 'mAcc': 46.414709785839705, 'aAcc': 80.51027471761483, 'fwIoU': 69.45208125101435}, 'cloudy': {'mIoU': 34.12660916345435, 'mAcc': 43.34239383653681, 'aAcc': 79.30558741777793, 'fwIoU': 69.12110138595699}, 'dawn_dusk': {'mIoU': 26.399229143181994, 'mAcc': 36.76600975918131, 'aAcc': 71.6846870653557, 'fwIoU': 58.19100397103969}, 'foggy': {'mIoU': 39.67308011739806, 'mAcc': 50.598421240169046, 'aAcc': 81.15878749538112, 'fwIoU': 69.73954071281227}, 'night': {'mIoU': 25.64053783067392, 'mAcc': 33.36316849531478, 'aAcc': 75.11736113449624, 'fwIoU': 63.01736793851291}, 'rainy': {'mIoU': 33.885342868031906, 'mAcc': 44.267209967368416, 'aAcc': 69.5481022198995, 'fwIoU': 55.32022323526169}, 'snowy': {'mIoU': 29.976183126857954, 'mAcc': 38.012733225064785, 'aAcc': 69.75692707103688, 'fwIoU': 56.963588915205946}}"
gen_Img2Img,outside15k,segformer_mit-b3_ratio0p50,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_STAGE_2/gen_Img2Img/outside15k/segformer_mit-b3_ratio0p50/test_results_detailed/20260209_111948,20260209_111948,44.80565438404231,54.92193587229981,81.71602778330058,71.26002990142103,2505,True,True,"{'clear_day': {'mIoU': 45.80310724366215, 'mAcc': 55.38233389052022, 'aAcc': 83.37160875787826, 'fwIoU': 73.43798269505443}, 'cloudy': {'mIoU': 41.33157118894002, 'mAcc': 51.24350854557754, 'aAcc': 82.77559828484196, 'fwIoU': 73.89478862096148}, 'dawn_dusk': {'mIoU': 31.930682297601738, 'mAcc': 41.13642955184277, 'aAcc': 76.61498676646839, 'fwIoU': 65.04073048128862}, 'foggy': {'mIoU': 51.09624234318616, 'mAcc': 61.24684271515682, 'aAcc': 84.97689736855996, 'fwIoU': 75.4718181533155}, 'night': {'mIoU': 36.20005570049958, 'mAcc': 46.2577915682947, 'aAcc': 81.41213778791756, 'fwIoU': 70.68015853105992}, 'rainy': {'mIoU': 39.649889272536534, 'mAcc': 51.263288131011755, 'aAcc': 72.81022071838379, 'fwIoU': 59.70033592111197}, 'snowy': {'mIoU': 38.58496618903058, 'mAcc': 48.716320712305276, 'aAcc': 75.35664904248584, 'fwIoU': 63.32196231538272}}"
gen_Img2Img,outside15k,segnext_mscan-b_ratio0p50,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_STAGE_2/gen_Img2Img/outside15k/segnext_mscan-b_ratio0p50/test_results_detailed/20260212_070634,20260212_070634,44.57905949814071,55.142953099691724,81.52224314189004,71.24542480208997,2505,True,True,"{'clear_day': {'mIoU': 45.19649096667656, 'mAcc': 55.72141066489351, 'aAcc': 82.99045811012496, 'fwIoU': 73.19297797052165}, 'cloudy': {'mIoU': 41.56016589649681, 'mAcc': 50.83669919022289, 'aAcc': 82.99751062502806, 'fwIoU': 74.11094049777229}, 'dawn_dusk': {'mIoU': 32.123888607061566, 'mAcc': 42.86077427771744, 'aAcc': 75.54542657100794, 'fwIoU': 64.39291331385893}, 'foggy': {'mIoU': 52.53763659493126, 'mAcc': 63.335794451713944, 'aAcc': 85.47293173300254, 'fwIoU': 75.76510023551543}, 'night': {'mIoU': 36.5757998528018, 'mAcc': 44.04946170110044, 'aAcc': 82.33915307055945, 'fwIoU': 72.3757199418103}, 'rainy': {'mIoU': 40.32286914933889, 'mAcc': 50.37875937080562, 'aAcc': 73.58752489089966, 'fwIoU': 60.628595200007226}, 'snowy': {'mIoU': 40.47309464066226, 'mAcc': 52.72127170541646, 'aAcc': 75.20167591807606, 'fwIoU': 63.46046379587534}}"
gen_LANIT,bdd10k,segformer_mit-b3_ratio0p50,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_STAGE_2/gen_LANIT/bdd10k/segformer_mit-b3_ratio0p50/test_results_detailed/20260208_231444,20260208_231444,46.61699154193838,53.717177556738825,91.5312878959168,84.96827160590014,1857,True,True,"{'clear_day': {'mIoU': 47.42684093473155, 'mAcc': 54.90535398497281, 'aAcc': 91.71356807521491, 'fwIoU': 85.30841497975157}, 'cloudy': {'mIoU': 49.52749895080659, 'mAcc': 55.91813603124327, 'aAcc': 94.31398654522835, 'fwIoU': 89.7425984700725}, 'dawn_dusk': {'mIoU': 40.008626654392636, 'mAcc': 47.011116135983485, 'aAcc': 92.11209213193393, 'fwIoU': 86.11891308677086}, 'foggy': {'mIoU': 52.44152122107156, 'mAcc': 67.15972181890693, 'aAcc': 96.26286435300113, 'fwIoU': 93.75835345743883}, 'night': {'mIoU': 29.87322498454249, 'mAcc': 36.65126634246912, 'aAcc': 81.67697286036287, 'fwIoU': 69.47014678645697}, 'rainy': {'mIoU': 45.9281356490607, 'mAcc': 53.47364774349028, 'aAcc': 90.65185841624388, 'fwIoU': 83.49896284145669}, 'snowy': {'mIoU': 51.494848470060994, 'mAcc': 58.81870031608657, 'aAcc': 91.69769092418775, 'fwIoU': 85.34699191842486}}"
gen_LANIT,iddaw,segformer_mit-b3_ratio0p50,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_STAGE_2/gen_LANIT/iddaw/segformer_mit-b3_ratio0p50/test_results_detailed/20260208_224426,20260208_224426,40.644825967664985,49.33813732487118,85.98429649028864,76.55802233820236,2928,True,True,"{'clear_day': {'mIoU': 41.21395318252002, 'mAcc': 50.61236992330451, 'aAcc': 82.18421961554697, 'fwIoU': 70.91324049011428}, 'cloudy': {'mIoU': 41.23067048463309, 'mAcc': 49.190863806298026, 'aAcc': 92.19002084827306, 'fwIoU': 86.43051834227093}, 'dawn_dusk': {'mIoU': 38.61157474053483, 'mAcc': 45.96317319844232, 'aAcc': 90.59849556356451, 'fwIoU': 83.52877827018547}, 'foggy': {'mIoU': 44.83446283084886, 'mAcc': 52.606979604275814, 'aAcc': 94.09768230411622, 'fwIoU': 89.46835981774053}, 'night': {'mIoU': 37.21303142016768, 'mAcc': 45.694128344256036, 'aAcc': 89.27437425513331, 'fwIoU': 81.47722436832075}, 'rainy': {'mIoU': 39.36447537767484, 'mAcc': 46.201872258778096, 'aAcc': 87.46318704004634, 'fwIoU': 78.460960154163}, 'snowy': {'mIoU': 42.5195404597283, 'mAcc': 48.92321510382622, 'aAcc': 84.36887481767586, 'fwIoU': 73.0417848635808}}"
gen_LANIT,mapillaryvistas,segformer_mit-b3_ratio0p50,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_STAGE_2/gen_LANIT/mapillaryvistas/segformer_mit-b3_ratio0p50/test_results_detailed/20260208_233915,20260208_233915,34.72238889676868,42.19739700359987,89.91619433073305,83.01379588511007,4949,True,True,"{'clear_day': {'mIoU': 34.17731770814553, 'mAcc': 41.365866903048605, 'aAcc': 89.64715852400418, 'fwIoU': 82.5750882764415}, 'cloudy': {'mIoU': 34.43006191678456, 'mAcc': 42.435985344494945, 'aAcc': 91.2223953467149, 'fwIoU': 85.20976035032263}, 'dawn_dusk': {'mIoU': 38.057097432192684, 'mAcc': 44.63955135367632, 'aAcc': 89.18046951293945, 'fwIoU': 81.8695477669149}, 'foggy': {'mIoU': 37.60157448066778, 'mAcc': 43.32293425754827, 'aAcc': 92.03608477557147, 'fwIoU': 86.24407349646928}, 'night': {'mIoU': 30.169247384239036, 'mAcc': 37.250377387266745, 'aAcc': 87.85846380539883, 'fwIoU': 79.72857060671198}, 'rainy': {'mIoU': 32.23311315618312, 'mAcc': 40.69395600732064, 'aAcc': 87.1185049953231, 'fwIoU': 78.8761594957738}, 'snowy': {'mIoU': 33.01810288545927, 'mAcc': 39.524310036064485, 'aAcc': 88.9158086839065, 'fwIoU': 81.11391220950426}}"
gen_LANIT,outside15k,segformer_mit-b3_ratio0p50,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_STAGE_2/gen_LANIT/outside15k/segformer_mit-b3_ratio0p50/test_results_detailed/20260208_230928,20260208_230928,45.06318392378853,55.26272574975957,81.57119309354923,71.10634584271746,2505,True,True,"{'clear_day': {'mIoU': 46.08710660617462, 'mAcc': 56.06739051782197, 'aAcc': 83.18403100454678, 'fwIoU': 73.17974539687204}, 'cloudy': {'mIoU': 40.23891071309331, 'mAcc': 49.789043194786295, 'aAcc': 82.32831626102842, 'fwIoU': 73.36133770028125}, 'dawn_dusk': {'mIoU': 33.008009067198294, 'mAcc': 42.50564519769113, 'aAcc': 76.45450938831677, 'fwIoU': 65.05211881975671}, 'foggy': {'mIoU': 51.613900636851675, 'mAcc': 62.38199084807703, 'aAcc': 85.7050509066195, 'fwIoU': 76.27784694931958}, 'night': {'mIoU': 33.163496479685435, 'mAcc': 42.39370018943324, 'aAcc': 80.53162234953079, 'fwIoU': 70.07849046858668}, 'rainy': {'mIoU': 41.34079894647367, 'mAcc': 53.135968405870756, 'aAcc': 73.21008642514548, 'fwIoU': 60.05675057818834}, 'snowy': {'mIoU': 39.51716093393618, 'mAcc': 49.72667259280479, 'aAcc': 75.52119034987228, 'fwIoU': 63.86400804504706}}"
gen_Qwen_Image_Edit,bdd10k,mask2former_swin-b_ratio0p50,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_STAGE_2/gen_Qwen_Image_Edit/bdd10k/mask2former_swin-b_ratio0p50/test_results_detailed/20260212_102714,20260212_102714,46.82599530394163,56.472566474093696,91.76226718586017,85.82063973543764,1857,True,True,"{'clear_day': {'mIoU': 47.72418244438862, 'mAcc': 58.194233401658124, 'aAcc': 91.7891677237387, 'fwIoU': 85.97309843830428}, 'cloudy': {'mIoU': 47.979113083429354, 'mAcc': 57.50704280579285, 'aAcc': 94.51694646400477, 'fwIoU': 90.42611217398705}, 'dawn_dusk': {'mIoU': 42.69118285618361, 'mAcc': 53.13007294625329, 'aAcc': 92.44213367111782, 'fwIoU': 87.10676045355561}, 'foggy': {'mIoU': 56.513665774039445, 'mAcc': 72.08508033705634, 'aAcc': 96.90207473654792, 'fwIoU': 94.86619292987515}, 'night': {'mIoU': 34.637456570482115, 'mAcc': 42.860989375452355, 'aAcc': 83.06939921935329, 'fwIoU': 71.85311789600455}, 'rainy': {'mIoU': 45.58867791937908, 'mAcc': 56.51977384908848, 'aAcc': 91.01004544468353, 'fwIoU': 84.60355331407678}, 'snowy': {'mIoU': 54.317526894544024, 'mAcc': 67.2832361177462, 'aAcc': 92.10589526854969, 'fwIoU': 86.41025702723996}}"
gen_Qwen_Image_Edit,bdd10k,pspnet_r50_ratio0p50,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_STAGE_2/gen_Qwen_Image_Edit/bdd10k/pspnet_r50_ratio0p50/test_results_detailed/20260212_075417,20260212_075417,42.45774595261532,49.11302461834112,90.60290954954098,83.48246741589976,1857,True,True,"{'clear_day': {'mIoU': 42.862558734091216, 'mAcc': 49.90463410865365, 'aAcc': 90.820521032264, 'fwIoU': 83.88418234877815}, 'cloudy': {'mIoU': 46.04814260746461, 'mAcc': 51.86333781327094, 'aAcc': 93.7240392051043, 'fwIoU': 88.78695043980022}, 'dawn_dusk': {'mIoU': 37.464080568878316, 'mAcc': 43.51011799233063, 'aAcc': 91.34965080571575, 'fwIoU': 84.87843391007821}, 'foggy': {'mIoU': 46.39906697737352, 'mAcc': 55.80870358005347, 'aAcc': 95.20484324395416, 'fwIoU': 92.32536320404971}, 'night': {'mIoU': 28.70586635956287, 'mAcc': 34.726711823228754, 'aAcc': 79.81786337544567, 'fwIoU': 66.9956806547118}, 'rainy': {'mIoU': 41.69266009700577, 'mAcc': 48.101674306703195, 'aAcc': 89.35541911922168, 'fwIoU': 81.48043255821928}, 'snowy': {'mIoU': 47.07799903782652, 'mAcc': 54.42903997554579, 'aAcc': 90.82884680842682, 'fwIoU': 83.9515901154581}}"
gen_Qwen_Image_Edit,bdd10k,segformer_mit-b3_ratio0p50,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_STAGE_2/gen_Qwen_Image_Edit/bdd10k/segformer_mit-b3_ratio0p50/test_results_detailed/20260212_070720,20260212_070720,46.84542003430221,53.85989107021444,91.48452019536977,84.88625463633332,1857,True,True,"{'clear_day': {'mIoU': 48.04873001467621, 'mAcc': 55.52081111935121, 'aAcc': 91.66887512675702, 'fwIoU': 85.21722419393086}, 'cloudy': {'mIoU': 49.452048961560564, 'mAcc': 56.24552667718624, 'aAcc': 94.27421209762737, 'fwIoU': 89.6858014480966}, 'dawn_dusk': {'mIoU': 40.529842230688004, 'mAcc': 46.954537964148074, 'aAcc': 92.05998133153261, 'fwIoU': 86.02850203198923}, 'foggy': {'mIoU': 55.50840858344891, 'mAcc': 67.95683201419949, 'aAcc': 96.34968846071645, 'fwIoU': 94.06135746416625}, 'night': {'mIoU': 30.51656549264169, 'mAcc': 36.80741944951336, 'aAcc': 81.88076607000534, 'fwIoU': 69.66200228914563}, 'rainy': {'mIoU': 46.356372644380315, 'mAcc': 53.69429643520272, 'aAcc': 90.61577888287962, 'fwIoU': 83.4845556239261}, 'snowy': {'mIoU': 52.22008619398165, 'mAcc': 59.927984638866505, 'aAcc': 91.52414737327707, 'fwIoU': 85.06973683756594}}"
