strategy,dataset,model,domain,mIoU,mAcc,aAcc,fwIoU,num_images,strategy_type,gen_component,std_component,model_normalized,improvement
gen_augmenters,bdd10k,pspnet_r50_ratio0p50,foggy,53.23460297843914,62.94867734448738,96.32009633879692,93.72334885931153,4,gen,gen_augmenters,,pspnet_r50,2.3112696622484563
gen_augmenters,bdd10k,pspnet_r50_ratio0p50,night,22.955543407299416,30.709805130390773,70.86701387366882,57.278623669542924,92,gen,gen_augmenters,,pspnet_r50,0.9800617214322109
gen_augmenters,bdd10k,pspnet_r50_ratio0p50,rainy,42.81031692709988,50.01701859176105,88.76663850020559,80.44406156541434,200,gen,gen_augmenters,,pspnet_r50,-0.3411389025841345
gen_augmenters,bdd10k,pspnet_r50_ratio0p50,snowy,51.15793274239856,61.563958655516295,90.41058692959854,83.21122311683278,221,gen,gen_augmenters,,pspnet_r50,2.885074929663972
gen_augmenters,bdd10k,segformer_mit-b5_ratio0p50,clear_day,51.814059541596635,59.40556336845487,92.13591461008195,85.9648558406497,1016,gen,gen_augmenters,,segformer_mit-b5,0.928429087571935
gen_augmenters,bdd10k,segformer_mit-b5_ratio0p50,cloudy,53.96856537482604,60.71173352182313,94.6721431561781,90.3778031516,230,gen,gen_augmenters,,segformer_mit-b5,1.1865737359283202
gen_augmenters,bdd10k,segformer_mit-b5_ratio0p50,dawn_dusk,44.43045498593922,52.55079174220402,92.17867788508663,86.35319663949012,94,gen,gen_augmenters,,segformer_mit-b5,2.02887945894458
gen_augmenters,bdd10k,segformer_mit-b5_ratio0p50,foggy,56.40363798155833,69.06716126572505,95.81918802505466,92.90162914691167,4,gen,gen_augmenters,,segformer_mit-b5,0.3836068166035034
gen_augmenters,bdd10k,segformer_mit-b5_ratio0p50,night,28.62787543809552,36.730783371351485,75.57353215758926,63.7152824816933,92,gen,gen_augmenters,,segformer_mit-b5,0.2041082003094239
gen_augmenters,bdd10k,segformer_mit-b5_ratio0p50,rainy,50.86398749691106,58.359321604459616,90.97022208347926,83.9415745624129,200,gen,gen_augmenters,,segformer_mit-b5,1.4719388160960776
gen_augmenters,bdd10k,segformer_mit-b5_ratio0p50,snowy,58.62214301996838,68.88116379413451,91.63754102715484,85.3115650101606,221,gen,gen_augmenters,,segformer_mit-b5,3.0497706083510536
gen_augmenters,idd-aw,deeplabv3plus_r50_ratio0p50,clear_day,44.626009098452116,54.28977419124175,83.61262885969322,73.30942808267562,1650,gen,gen_augmenters,,deeplabv3plus_r50,1.2397665429947793
gen_augmenters,idd-aw,deeplabv3plus_r50_ratio0p50,cloudy,33.859989251464235,44.659552651112094,88.54381905103006,81.8309169251996,416,gen,gen_augmenters,,deeplabv3plus_r50,3.828030246020816
gen_augmenters,idd-aw,deeplabv3plus_r50_ratio0p50,dawn_dusk,29.335187271292572,40.74342969261712,86.39541595980596,78.59290585710922,112,gen,gen_augmenters,,deeplabv3plus_r50,2.446272455898061
gen_augmenters,idd-aw,deeplabv3plus_r50_ratio0p50,foggy,25.584170136847963,37.178171306648906,87.3831080150622,80.76379333423182,290,gen,gen_augmenters,,deeplabv3plus_r50,4.570569180759257
gen_augmenters,idd-aw,deeplabv3plus_r50_ratio0p50,night,24.33196298933639,35.18056339751521,80.86789886642188,71.03594912879062,93,gen,gen_augmenters,,deeplabv3plus_r50,3.363620020940818
gen_augmenters,idd-aw,deeplabv3plus_r50_ratio0p50,rainy,26.478311524008923,35.20909187915221,81.88914355661663,71.97246407625862,204,gen,gen_augmenters,,deeplabv3plus_r50,3.583883263548426
gen_augmenters,idd-aw,deeplabv3plus_r50_ratio0p50,snowy,22.038660534972355,33.5868633008685,73.36658007222681,60.20542194136318,163,gen,gen_augmenters,,deeplabv3plus_r50,2.208282847510766
gen_augmenters,idd-aw,pspnet_r50_ratio0p50,clear_day,43.3599159308204,52.484516047394195,82.99073325320788,72.34520074088205,1650,gen,gen_augmenters,,pspnet_r50,1.0106125168609381
gen_augmenters,idd-aw,pspnet_r50_ratio0p50,cloudy,32.13727371345361,41.81815385186313,86.81376115179094,78.62608148017466,416,gen,gen_augmenters,,pspnet_r50,1.809042259045711
gen_augmenters,idd-aw,pspnet_r50_ratio0p50,dawn_dusk,27.389719971859417,37.22981955009031,82.16784792601631,71.2450927972192,112,gen,gen_augmenters,,pspnet_r50,0.35028740142207226
gen_augmenters,idd-aw,pspnet_r50_ratio0p50,foggy,24.519226711091534,33.83893207910666,83.4478203229274,73.62647359165966,290,gen,gen_augmenters,,pspnet_r50,1.3819184739344443
gen_augmenters,idd-aw,pspnet_r50_ratio0p50,night,20.72132552105265,30.97265490725215,68.59053943683874,52.83342293843825,93,gen,gen_augmenters,,pspnet_r50,0.3363386822621095
gen_augmenters,idd-aw,pspnet_r50_ratio0p50,rainy,24.67819585020079,32.16159026576606,80.17594596470822,69.32743693038866,204,gen,gen_augmenters,,pspnet_r50,0.8157102871339958
gen_augmenters,idd-aw,pspnet_r50_ratio0p50,snowy,21.727947477708128,31.59513670502176,73.61538677232872,59.449800544710584,163,gen,gen_augmenters,,pspnet_r50,0.5979983458769844
gen_augmenters,idd-aw,segformer_mit-b5_ratio0p50,clear_day,47.095814739295136,57.04638556792766,84.51692179055918,74.56219220495642,1650,gen,gen_augmenters,,segformer_mit-b5,1.0526842605388254
gen_augmenters,idd-aw,segformer_mit-b5_ratio0p50,cloudy,40.532474494157135,50.15326203212209,91.5545538164192,85.80822418627815,416,gen,gen_augmenters,,segformer_mit-b5,2.33629165088049
gen_augmenters,idd-aw,segformer_mit-b5_ratio0p50,dawn_dusk,39.484968671202154,48.12946111115568,89.85782470480383,82.8241210426177,112,gen,gen_augmenters,,segformer_mit-b5,0.32577893561859383
gen_augmenters,idd-aw,segformer_mit-b5_ratio0p50,foggy,36.78955918323001,45.721489538220354,92.40462027383153,87.09668990790699,290,gen,gen_augmenters,,segformer_mit-b5,1.9190917290026093
gen_augmenters,idd-aw,segformer_mit-b5_ratio0p50,night,37.879044183507894,47.66711301634852,86.54693949161327,77.8239065219349,93,gen,gen_augmenters,,segformer_mit-b5,3.53477939748943
gen_augmenters,idd-aw,segformer_mit-b5_ratio0p50,rainy,31.564950880051622,42.34542561332447,83.61201500313906,74.15586692569181,204,gen,gen_augmenters,,segformer_mit-b5,1.3489143835384958
gen_augmenters,idd-aw,segformer_mit-b5_ratio0p50,snowy,28.668985527277215,43.398189372065744,78.23529621122688,65.62295918235989,163,gen,gen_augmenters,,segformer_mit-b5,0.0193836103256686
gen_augmenters,mapillaryvistas,deeplabv3plus_r50_ratio0p50,clear_day,31.891447885093417,39.86106288874122,88.68704321069593,81.68229393068701,3226,gen,gen_augmenters,,deeplabv3plus_r50,-0.36682016424757435
gen_augmenters,mapillaryvistas,deeplabv3plus_r50_ratio0p50,cloudy,32.25105812227061,41.21657567691683,90.63942096172235,84.74078638439624,1248,gen,gen_augmenters,,deeplabv3plus_r50,-1.0791312493433125
gen_augmenters,mapillaryvistas,deeplabv3plus_r50_ratio0p50,dawn_dusk,35.243713183989556,42.30685907366107,88.59503269195557,81.2875382952503,48,gen,gen_augmenters,,deeplabv3plus_r50,0.9392811156817586
gen_augmenters,mapillaryvistas,deeplabv3plus_r50_ratio0p50,foggy,33.066035945762366,42.503857998032785,87.1006859673394,80.06169568476103,27,gen,gen_augmenters,,deeplabv3plus_r50,-0.08006848884748763
gen_augmenters,mapillaryvistas,deeplabv3plus_r50_ratio0p50,night,27.968819125617017,35.91815647310837,84.20218950436438,75.21885940513708,81,gen,gen_augmenters,,deeplabv3plus_r50,0.13127839930901075
gen_augmenters,mapillaryvistas,deeplabv3plus_r50_ratio0p50,rainy,28.416556424120383,37.144584695880226,84.12319551031273,75.85587348565765,166,gen,gen_augmenters,,deeplabv3plus_r50,-0.41444733582024185
gen_augmenters,mapillaryvistas,deeplabv3plus_r50_ratio0p50,snowy,26.95879991121195,34.2230186642708,82.77222627128651,74.36594542255827,153,gen,gen_augmenters,,deeplabv3plus_r50,0.028312329246993784
gen_augmenters,mapillaryvistas,pspnet_r50_ratio0p50,clear_day,32.68386721485372,40.37382978864316,88.4966319936148,80.94558573940922,3226,gen,gen_augmenters,,pspnet_r50,0.857405108465926
gen_augmenters,mapillaryvistas,pspnet_r50_ratio0p50,cloudy,32.940289276998335,41.9015031367204,90.34707026603894,84.07070212049318,1248,gen,gen_augmenters,,pspnet_r50,1.0810418781039495
gen_augmenters,mapillaryvistas,pspnet_r50_ratio0p50,dawn_dusk,35.25159149162668,42.44003795942279,88.08767795562744,80.20420215844624,48,gen,gen_augmenters,,pspnet_r50,-0.46318622244650953
gen_augmenters,mapillaryvistas,pspnet_r50_ratio0p50,foggy,34.185256607832684,43.55936644678173,87.0025493480541,80.18320171697391,27,gen,gen_augmenters,,pspnet_r50,3.3338950877334064
gen_augmenters,mapillaryvistas,pspnet_r50_ratio0p50,night,29.34489558854182,36.84763055633722,83.63885290828752,73.69217677995191,81,gen,gen_augmenters,,pspnet_r50,1.3450041731718407
gen_augmenters,mapillaryvistas,pspnet_r50_ratio0p50,rainy,30.347072684053888,38.34247989655522,85.08823578616223,76.07351136676964,166,gen,gen_augmenters,,pspnet_r50,0.5376604267760996
gen_augmenters,mapillaryvistas,pspnet_r50_ratio0p50,snowy,26.938401758444115,34.554857035419914,84.266445683498,74.85487959396055,153,gen,gen_augmenters,,pspnet_r50,1.4865073357264222
gen_augmenters,mapillaryvistas,segformer_mit-b5_ratio0p50,clear_day,41.43822976556776,51.01713693241072,90.57831678491014,84.19494181401215,3226,gen,gen_augmenters,,segformer_mit-b5,1.0221407005009766
gen_augmenters,mapillaryvistas,segformer_mit-b5_ratio0p50,cloudy,38.11637800908282,48.02759057665182,91.81320147636609,86.33303328395112,1248,gen,gen_augmenters,,segformer_mit-b5,-0.1057118692952912
gen_augmenters,mapillaryvistas,segformer_mit-b5_ratio0p50,dawn_dusk,43.72666319645309,52.51618935717672,90.41249752044678,83.92717029381934,48,gen,gen_augmenters,,segformer_mit-b5,0.7116425310969845
gen_augmenters,mapillaryvistas,segformer_mit-b5_ratio0p50,foggy,36.49233858301436,44.36549310894749,89.73887408221209,82.71671862256356,27,gen,gen_augmenters,,segformer_mit-b5,-0.1855857444982334
gen_augmenters,mapillaryvistas,segformer_mit-b5_ratio0p50,night,35.95173204755214,45.99978564381519,88.20304870605469,80.32123895614663,81,gen,gen_augmenters,,segformer_mit-b5,0.9592132583870665
gen_augmenters,mapillaryvistas,segformer_mit-b5_ratio0p50,rainy,36.82179100746225,47.17611517817211,88.19711754120976,80.5995861436397,166,gen,gen_augmenters,,segformer_mit-b5,0.9493607189759317
gen_augmenters,mapillaryvistas,segformer_mit-b5_ratio0p50,snowy,36.06238825834412,44.37643622643408,86.51565850949756,77.95263308131527,153,gen,gen_augmenters,,segformer_mit-b5,0.3222612386012713
gen_augmenters,outside15k,deeplabv3plus_r50_ratio0p50,clear_day,31.58357222750528,41.242454808980476,75.75918002255435,64.91025170638879,1767,gen,gen_augmenters,,deeplabv3plus_r50,1.9571813908920745
gen_augmenters,outside15k,deeplabv3plus_r50_ratio0p50,cloudy,27.883380861305657,36.82624125859635,72.89654085005837,63.12907339334867,174,gen,gen_augmenters,,deeplabv3plus_r50,3.41053196071282
gen_augmenters,outside15k,deeplabv3plus_r50_ratio0p50,dawn_dusk,15.267894865519727,27.413285434308666,47.059648687189274,36.43471635354189,66,gen,gen_augmenters,,deeplabv3plus_r50,4.547599411421098
gen_augmenters,outside15k,deeplabv3plus_r50_ratio0p50,foggy,29.572708369970336,39.866056696283756,64.84895654626794,53.60224840701575,37,gen,gen_augmenters,,deeplabv3plus_r50,0.3484533694636376
gen_augmenters,outside15k,deeplabv3plus_r50_ratio0p50,night,17.410536935399485,24.858980598040127,57.34672107915769,47.09906271705655,87,gen,gen_augmenters,,deeplabv3plus_r50,2.4440779629639664
gen_augmenters,outside15k,deeplabv3plus_r50_ratio0p50,rainy,24.79601209857173,33.950066729563865,54.994781812032066,40.9668490534162,192,gen,gen_augmenters,,deeplabv3plus_r50,2.180636918313766
gen_augmenters,outside15k,deeplabv3plus_r50_ratio0p50,snowy,19.313489146019155,29.250703972582247,51.48884699894831,38.30824085485231,182,gen,gen_augmenters,,deeplabv3plus_r50,0.470934309232522
gen_augmenters,outside15k,pspnet_r50_ratio0p50,clear_day,37.10022447346642,46.527724662399564,78.21250380131237,67.7981413421071,1767,gen,gen_augmenters,,pspnet_r50,-1.311569640212447
gen_augmenters,outside15k,pspnet_r50_ratio0p50,cloudy,30.722557269574224,39.30718671135994,74.50654040807964,65.26241462476263,174,gen,gen_augmenters,,pspnet_r50,-0.6684808946439702
gen_augmenters,outside15k,pspnet_r50_ratio0p50,dawn_dusk,14.959696123909977,26.29503042378461,47.512834722345524,36.54463050325133,66,gen,gen_augmenters,,pspnet_r50,-2.462733650014938
gen_augmenters,outside15k,pspnet_r50_ratio0p50,foggy,39.77922939843667,49.65030337581004,72.60980348329286,60.80295595100149,37,gen,gen_augmenters,,pspnet_r50,1.4764209141098519
gen_augmenters,outside15k,pspnet_r50_ratio0p50,night,22.84654444883966,30.634322505911012,70.30838275777882,57.74162262446168,87,gen,gen_augmenters,,pspnet_r50,-0.2422052980174918
gen_augmenters,outside15k,pspnet_r50_ratio0p50,rainy,29.26697011365954,40.07380903718292,59.027169148127236,44.91198662811335,192,gen,gen_augmenters,,pspnet_r50,-3.320166215560775
gen_augmenters,outside15k,pspnet_r50_ratio0p50,snowy,25.639609278795426,35.439028961146114,57.137533334585335,44.673835102196655,182,gen,gen_augmenters,,pspnet_r50,0.13329386679517796
gen_augmenters,outside15k,segformer_mit-b5_ratio0p50,clear_day,51.15991053566814,63.41017303972071,84.76195213952575,75.21953099088779,1767,gen,gen_augmenters,,segformer_mit-b5,0.2535130455578809
gen_augmenters,outside15k,segformer_mit-b5_ratio0p50,cloudy,45.19487749798415,56.67168017477299,84.12429984958692,75.61107214560869,174,gen,gen_augmenters,,segformer_mit-b5,0.09148894206842328
gen_augmenters,outside15k,segformer_mit-b5_ratio0p50,dawn_dusk,36.71450096686548,47.90526007831735,78.11263113310842,66.52251902413039,66,gen,gen_augmenters,,segformer_mit-b5,3.5457551469223816
gen_augmenters,outside15k,segformer_mit-b5_ratio0p50,foggy,48.82881563395289,58.90088545690312,80.75569771431587,69.34752885019722,37,gen,gen_augmenters,,segformer_mit-b5,0.014811215850329518
gen_augmenters,outside15k,segformer_mit-b5_ratio0p50,night,39.33348981447894,48.266650517368305,83.14789958383845,73.32665281838709,87,gen,gen_augmenters,,segformer_mit-b5,-0.7576319187128178
gen_augmenters,outside15k,segformer_mit-b5_ratio0p50,rainy,44.576401491104,58.192800162171146,74.45839047431946,61.44642604618825,192,gen,gen_augmenters,,segformer_mit-b5,-0.736640686529789
gen_augmenters,outside15k,segformer_mit-b5_ratio0p50,snowy,37.151382656855105,51.28623971124651,71.49487589741801,59.46464993982441,182,gen,gen_augmenters,,segformer_mit-b5,-0.22669174622986787
gen_automold,bdd10k,deeplabv3plus_r50_ratio0p50,clear_day,44.71940439769268,52.080830226181796,91.23255329533114,84.55446363637714,1016,gen,gen_automold,,deeplabv3plus_r50,2.7210482524473036
gen_automold,bdd10k,deeplabv3plus_r50_ratio0p50,cloudy,48.53374014614229,54.758693166904685,93.97892047568419,89.22367392497124,230,gen,gen_automold,,deeplabv3plus_r50,4.692630691955451
gen_automold,bdd10k,deeplabv3plus_r50_ratio0p50,dawn_dusk,37.22212577219617,43.69494319711206,91.09894734145148,84.60088882334418,94,gen,gen_automold,,deeplabv3plus_r50,2.5630303824791127
gen_automold,bdd10k,deeplabv3plus_r50_ratio0p50,foggy,57.55682868813522,70.84965207078156,96.02951814161474,93.55055212670632,4,gen,gen_automold,,deeplabv3plus_r50,10.941743567613557
gen_automold,bdd10k,deeplabv3plus_r50_ratio0p50,night,22.095140646699765,30.689034458079618,70.48118094702797,57.085949415586576,92,gen,gen_automold,,deeplabv3plus_r50,2.791966068160427
gen_automold,bdd10k,deeplabv3plus_r50_ratio0p50,rainy,40.10276161892862,48.939031772861476,87.39086790372961,78.65894521134183,200,gen,gen_automold,,deeplabv3plus_r50,2.409182146078777
gen_automold,bdd10k,deeplabv3plus_r50_ratio0p50,snowy,49.37402802444135,60.41865098894642,90.32538764273095,83.34280667440756,221,gen,gen_automold,,deeplabv3plus_r50,5.445757569043593
gen_automold,bdd10k,pspnet_r50_ratio0p50,clear_day,46.149823356966486,53.20174408662467,91.18987834688043,84.3446016318577,1016,gen,gen_automold,,pspnet_r50,1.6038741545063502
gen_automold,bdd10k,pspnet_r50_ratio0p50,cloudy,51.27041560963934,59.03287350822697,94.02030372172577,89.19730011327374,230,gen,gen_automold,,pspnet_r50,3.245782033137168
gen_automold,bdd10k,pspnet_r50_ratio0p50,dawn_dusk,37.556340780968135,43.33076816615083,91.22469940331945,84.55081850410464,94,gen,gen_automold,,pspnet_r50,0.6694521455782549
gen_automold,bdd10k,pspnet_r50_ratio0p50,foggy,46.90913749189073,54.31459658959616,95.91197165732322,93.34536950532552,4,gen,gen_automold,,pspnet_r50,-4.014195824299954
gen_automold,bdd10k,pspnet_r50_ratio0p50,night,23.120192406058155,30.204464264139023,72.14932057098382,58.41302738394195,92,gen,gen_automold,,pspnet_r50,1.1447107201909503
gen_automold,bdd10k,pspnet_r50_ratio0p50,rainy,44.99764537432529,52.506866331974535,88.69781806413674,80.42610354817946,200,gen,gen_automold,,pspnet_r50,1.8461895446412697
gen_automold,bdd10k,pspnet_r50_ratio0p50,snowy,53.1745897892824,63.043445746480195,90.46475606947466,83.24801618692118,221,gen,gen_automold,,pspnet_r50,4.901731976547815
gen_automold,bdd10k,segformer_mit-b5_ratio0p50,clear_day,52.10218795959651,59.99234109826137,92.18373889173705,86.03639815208332,1016,gen,gen_automold,,segformer_mit-b5,1.2165575055718136
gen_automold,bdd10k,segformer_mit-b5_ratio0p50,cloudy,53.98497131839376,60.57602496442735,94.64474027339025,90.33597316662213,230,gen,gen_automold,,segformer_mit-b5,1.202979679496039
gen_automold,bdd10k,segformer_mit-b5_ratio0p50,dawn_dusk,44.59835233472177,52.39556368382814,92.37654752918428,86.59009383455958,94,gen,gen_automold,,segformer_mit-b5,2.196776807727126
gen_automold,bdd10k,segformer_mit-b5_ratio0p50,foggy,53.99154320918845,66.36937894334875,96.38277409702928,93.8996484054164,4,gen,gen_automold,,segformer_mit-b5,-2.02848795576638
gen_automold,bdd10k,segformer_mit-b5_ratio0p50,night,28.265206602251798,35.74629824473301,75.31117748652674,63.69600486311094,92,gen,gen_automold,,segformer_mit-b5,-0.15856063553429678
gen_automold,bdd10k,segformer_mit-b5_ratio0p50,rainy,51.60998217873263,59.077601770325806,91.01618648697976,84.0643685071635,200,gen,gen_automold,,segformer_mit-b5,2.217933497917649
gen_automold,bdd10k,segformer_mit-b5_ratio0p50,snowy,58.68923550783196,68.5477457253526,91.48587538628668,85.02884436671191,221,gen,gen_automold,,segformer_mit-b5,3.1168630962146366
gen_automold,idd-aw,deeplabv3plus_r50_ratio0p50,clear_day,44.335189062649604,53.83318138986654,83.11869201757965,72.55331899404956,1650,gen,gen_automold,,deeplabv3plus_r50,0.948946507192268
gen_automold,idd-aw,deeplabv3plus_r50_ratio0p50,cloudy,33.274821719381706,43.58091303319673,87.20524661268783,79.2997628189577,416,gen,gen_automold,,deeplabv3plus_r50,3.242862713938287
gen_automold,idd-aw,deeplabv3plus_r50_ratio0p50,dawn_dusk,28.741774108897307,39.20178602548969,85.421798247604,76.9084996639473,112,gen,gen_automold,,deeplabv3plus_r50,1.8528592935027959
gen_automold,idd-aw,deeplabv3plus_r50_ratio0p50,foggy,25.218479630812666,36.3217303254421,85.37962023928941,77.09805037323189,290,gen,gen_automold,,deeplabv3plus_r50,4.204878674723961
gen_automold,idd-aw,deeplabv3plus_r50_ratio0p50,night,22.23299327817315,32.455001767183575,76.71844338378378,65.39262960078173,93,gen,gen_automold,,deeplabv3plus_r50,1.2646503097775792
gen_automold,idd-aw,deeplabv3plus_r50_ratio0p50,rainy,26.342943595951056,34.83243860103638,81.89373232852267,71.90616940891384,204,gen,gen_automold,,deeplabv3plus_r50,3.4485153354905584
gen_automold,idd-aw,deeplabv3plus_r50_ratio0p50,snowy,21.089942351817086,31.59937353748613,72.84946155191237,59.073105375571885,163,gen,gen_automold,,deeplabv3plus_r50,1.2595646643554979
gen_automold,idd-aw,pspnet_r50_ratio0p50,clear_day,43.16718397981824,52.31755381793719,83.03429697369504,72.3589871611105,1650,gen,gen_automold,,pspnet_r50,0.8178805658587791
gen_automold,idd-aw,pspnet_r50_ratio0p50,cloudy,32.02798137092021,41.510867292810886,86.40409999128292,77.80177886704028,416,gen,gen_automold,,pspnet_r50,1.6997499165123102
gen_automold,idd-aw,pspnet_r50_ratio0p50,dawn_dusk,27.496617533477014,37.66615416967197,80.76986761174484,69.24810637265693,112,gen,gen_automold,,pspnet_r50,0.45718496303966916
gen_automold,idd-aw,pspnet_r50_ratio0p50,foggy,23.46566774500279,33.02135232722561,81.8054287092023,71.40839955252294,290,gen,gen_automold,,pspnet_r50,0.32835950784570045
gen_automold,idd-aw,pspnet_r50_ratio0p50,night,18.361392623796405,28.738528441596085,61.89565943044995,45.26991922852409,93,gen,gen_automold,,pspnet_r50,-2.0235942149941337
gen_automold,idd-aw,pspnet_r50_ratio0p50,rainy,25.302223325502755,33.64515754466162,80.14727980987259,69.61584859760553,204,gen,gen_automold,,pspnet_r50,1.4397377624359606
gen_automold,idd-aw,pspnet_r50_ratio0p50,snowy,21.94021919041007,32.00685900057402,73.70749391437924,59.6543320330303,163,gen,gen_automold,,pspnet_r50,0.8102700585789258
gen_automold,idd-aw,segformer_mit-b5_ratio0p50,clear_day,46.81610108802665,56.65863693964024,84.50827276400976,74.56240570381665,1650,gen,gen_automold,,segformer_mit-b5,0.7729706092703381
gen_automold,idd-aw,segformer_mit-b5_ratio0p50,cloudy,40.160735929167714,49.797530750854705,91.3731125828543,85.5491583348431,416,gen,gen_automold,,segformer_mit-b5,1.964553085891069
gen_automold,idd-aw,segformer_mit-b5_ratio0p50,dawn_dusk,39.48610222123123,48.09999527782225,89.7573410942897,82.65375706032304,112,gen,gen_automold,,segformer_mit-b5,0.32691248564766795
gen_automold,idd-aw,segformer_mit-b5_ratio0p50,foggy,36.781601301163306,46.4692907919401,92.17181067968767,86.7616894450254,290,gen,gen_automold,,segformer_mit-b5,1.911133846935904
gen_automold,idd-aw,segformer_mit-b5_ratio0p50,night,36.70465884085476,46.66315321009843,86.27806395784691,77.52978814261867,93,gen,gen_automold,,segformer_mit-b5,2.3603940548362985
gen_automold,idd-aw,segformer_mit-b5_ratio0p50,rainy,32.951950070497986,43.61213284637675,83.98168873914322,74.59052994525693,204,gen,gen_automold,,segformer_mit-b5,2.7359135739848597
gen_automold,idd-aw,segformer_mit-b5_ratio0p50,snowy,29.166507221787697,45.76244677991501,78.285549170748,65.6402534349949,163,gen,gen_automold,,segformer_mit-b5,0.5169053048361505
gen_automold,mapillaryvistas,deeplabv3plus_r50_ratio0p50,clear_day,31.070461609767086,38.701660497660775,88.52820056458845,81.41622174587422,3226,gen,gen_automold,,deeplabv3plus_r50,-1.1878064395739045
gen_automold,mapillaryvistas,deeplabv3plus_r50_ratio0p50,cloudy,31.92945409758627,40.447392982671246,90.57637453079224,84.60516654944303,1248,gen,gen_automold,,deeplabv3plus_r50,-1.4007352740276495
gen_automold,mapillaryvistas,deeplabv3plus_r50_ratio0p50,dawn_dusk,35.16359626677741,41.986727837536634,88.58381112416586,81.3514858961374,48,gen,gen_automold,,deeplabv3plus_r50,0.8591641984696139
gen_automold,mapillaryvistas,deeplabv3plus_r50_ratio0p50,foggy,34.72508198304754,43.071731875503055,86.76492196542246,79.77125367388041,27,gen,gen_automold,,deeplabv3plus_r50,1.5789775484376847
gen_automold,mapillaryvistas,deeplabv3plus_r50_ratio0p50,night,27.16636995494038,34.66953274403261,83.77840960467303,74.22538867317317,81,gen,gen_automold,,deeplabv3plus_r50,-0.6711707713676276
gen_automold,mapillaryvistas,deeplabv3plus_r50_ratio0p50,rainy,28.228608633927898,35.80173572849935,84.90236581089985,76.5811267000426,166,gen,gen_automold,,deeplabv3plus_r50,-0.6023951260127269
gen_automold,mapillaryvistas,deeplabv3plus_r50_ratio0p50,snowy,25.30825955113583,32.84340496823654,82.20204372032016,73.85030607865374,153,gen,gen_automold,,deeplabv3plus_r50,-1.6222280308291275
gen_automold,mapillaryvistas,pspnet_r50_ratio0p50,clear_day,33.03268174632213,40.99925649264911,88.46737600895314,80.94136236210329,3226,gen,gen_automold,,pspnet_r50,1.2062196399343392
gen_automold,mapillaryvistas,pspnet_r50_ratio0p50,cloudy,33.56115653332739,42.54220627941937,90.3657662562835,84.04740957581417,1248,gen,gen_automold,,pspnet_r50,1.7019091344330057
gen_automold,mapillaryvistas,pspnet_r50_ratio0p50,dawn_dusk,34.47067881505691,42.35383191181901,87.47062683105469,79.45547772894578,48,gen,gen_automold,,pspnet_r50,-1.2440988990162793
gen_automold,mapillaryvistas,pspnet_r50_ratio0p50,foggy,34.03380728512537,43.62343898238909,86.88589025426793,79.78088076679025,27,gen,gen_automold,,pspnet_r50,3.1824457650260918
gen_automold,mapillaryvistas,pspnet_r50_ratio0p50,night,30.403363826706737,38.55425855449145,84.18282873836564,74.44031896144043,81,gen,gen_automold,,pspnet_r50,2.4034724113367574
gen_automold,mapillaryvistas,pspnet_r50_ratio0p50,rainy,30.730781360969445,39.30662447291125,84.50075861919358,75.35925890741264,166,gen,gen_automold,,pspnet_r50,0.9213691036916565
gen_automold,mapillaryvistas,pspnet_r50_ratio0p50,snowy,26.54755689295004,35.10187759011746,83.33406635359222,74.3229540969076,153,gen,gen_automold,,pspnet_r50,1.095662470232348
gen_automold,mapillaryvistas,segformer_mit-b5_ratio0p50,clear_day,40.649747578197115,50.101478964265134,90.51425943297772,84.10097991016471,3226,gen,gen_automold,,segformer_mit-b5,0.23365851313032948
gen_automold,mapillaryvistas,segformer_mit-b5_ratio0p50,cloudy,38.30496163015876,47.970692245604624,91.81575377782187,86.3036553997278,1248,gen,gen_automold,,segformer_mit-b5,0.08287175178064388
gen_automold,mapillaryvistas,segformer_mit-b5_ratio0p50,dawn_dusk,44.71581096847948,53.83341794916886,90.57155450185141,84.06743781806529,48,gen,gen_automold,,segformer_mit-b5,1.7007903031233766
gen_automold,mapillaryvistas,segformer_mit-b5_ratio0p50,foggy,34.20533990617163,43.79672582009071,88.7587794551143,81.34832196538244,27,gen,gen_automold,,segformer_mit-b5,-2.4725844213409616
gen_automold,mapillaryvistas,segformer_mit-b5_ratio0p50,night,34.47654796345739,44.34543917618244,87.56461437837577,79.93580144013099,81,gen,gen_automold,,segformer_mit-b5,-0.5159708257076829
gen_automold,mapillaryvistas,segformer_mit-b5_ratio0p50,rainy,36.81220736293276,47.19789241949563,88.37667028587984,80.79337483413248,166,gen,gen_automold,,segformer_mit-b5,0.9397770744464395
gen_automold,mapillaryvistas,segformer_mit-b5_ratio0p50,snowy,35.8681908873956,46.71114026459316,86.94178263346353,78.46344544760365,153,gen,gen_automold,,segformer_mit-b5,0.1280638676527488
gen_automold,outside15k,deeplabv3plus_r50_ratio0p50,clear_day,31.423852423752805,40.13557769211488,75.40840403670703,64.49347696547255,1767,gen,gen_automold,,deeplabv3plus_r50,1.7974615871396011
gen_automold,outside15k,deeplabv3plus_r50_ratio0p50,cloudy,27.066960757816645,35.550710666307175,72.04868272803296,62.26234917174583,174,gen,gen_automold,,deeplabv3plus_r50,2.594111857223808
gen_automold,outside15k,deeplabv3plus_r50_ratio0p50,dawn_dusk,13.704239393177767,25.492030098995688,42.006088025642164,31.31230694609519,66,gen,gen_automold,,deeplabv3plus_r50,2.983943939079138
